build/assets.js: line 16, col 24, eval is evil.
node_modules/socket.io/node_modules/socket.io-client/node_modules/websocket-client/lib/websocket.js: line 492, col 22, It is not necessary to initialize 'data' to 'undefined'.
node_modules/socket.io/node_modules/socket.io-client/node_modules/websocket-client/lib/websocket.js: line 524, col 29, 'process' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/websocket-client/lib/websocket.js: line 556, col 25, 'process' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/websocket-client/lib/websocket.js: line 591, col 1, 'exports' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/demo.js: line 1, col 11, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/demo.js: line 2, col 22, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-headers.js: line 1, col 11, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-headers.js: line 2, col 15, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-headers.js: line 3, col 23, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-headers.js: line 5, col 13, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-headers.js: line 15, col 27, 'Buffer' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-constants.js: line 1, col 11, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-constants.js: line 2, col 15, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-constants.js: line 3, col 23, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 1, col 11, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 2, col 15, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 3, col 23, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 4, col 13, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 10, col 18, 'methods' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 10, col 26, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 11, col 24, 'methods' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 11, col 32, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 17, col 27, 'Buffer' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 25, col 9, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 25, col 22, 'methods' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 46, col 13, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 48, col 17, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/tests/test-request.js: line 49, col 31, 'curMethod' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 15, col 11, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 16, col 13, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 17, col 10, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 19, col 1, 'exports' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 21, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 22, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 24, col 16, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 25, col 17, 'require' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 38, col 24, Extra comma.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 44, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 45, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 53, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 54, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 68, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 69, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 70, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 71, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 72, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 73, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 74, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 75, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 87, col 9, 'setState' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 91, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 92, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 93, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 94, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 95, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 101, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 102, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 103, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 104, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 105, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 115, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 116, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 117, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 118, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 132, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 133, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 134, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 135, col 1, Mixed spaces and tabs.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 147, col 27, Expected a 'break' statement before 'case'.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 155, col 26, 'host' is already defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 176, col 31, 'Buffer' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 177, col 21, ['Authorization'] is better written in dot notation.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 184, col 53, 'Buffer' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 206, col 17, 'setState' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 214, col 21, 'setState' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 218, col 21, 'setState' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 236, col 59, 'process' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 260, col 13, 'syncProc' is not defined.
node_modules/socket.io/node_modules/socket.io-client/node_modules/xmlhttprequest/XMLHttpRequest.js: line 260, col 13, Too many errors. (83% scanned).
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 14, col 25, 'Flashsocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 30, col 4, Unnecessary semicolon.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 59, col 5, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 76, col 5, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 90, col 5, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 122, col 11, 'WEB_SOCKET_SWF_LOCATION' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 126, col 11, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 129, col 9, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 133, col 15, 'self' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 137, col 9, 'document' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 154, col 30, 'WebSocket' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 154, col 45, 'swfobject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 157, col 12, 'swfobject' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 178, col 5, 'WEB_SOCKET_DISABLE_AUTO_INITIALIZATION' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 189, col 32, 'io' is not defined.
node_modules/socket.io/node_modules/socket.io-client/lib/transports/flashsocket.js: line 189, col 47, 'module' is not defined.
